Recording timestamp	Computer timestamp	Sensor	Export date	Participant name	Recording date	Gaze point X	Gaze point Y	Gaze point left X	Gaze point left Y	Gaze point right X	Gaze point right Y	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Pupil diameter left	Pupil diameter right	Validity left	Validity right	Eye position left X (DACSmm)	Eye position left Y (DACSmm)	Eye position left Z (DACSmm)	Eye position right X (DACSmm)	Eye position right Y (DACSmm)	Eye position right Z (DACSmm)	Gaze point left X (DACSmm)	Gaze point left Y (DACSmm)	Gaze point right X (DACSmm)	Gaze point right Y (DACSmm)	Gaze point X (MCSnorm)	Gaze point Y (MCSnorm)	Gaze point left X (MCSnorm)	Gaze point left Y (MCSnorm)	Gaze point right X (MCSnorm)	Gaze point right Y (MCSnorm)	Client area position X (DACSpx)	Client area position Y (DACSpx)	Viewport position X	Viewport position Y	Viewport width	Viewport height	Full page width	Full page height
66539539	4051393900	Eye Tracker	07.09.2020	Participant1	07.09.2020	1470	501	1470	501			0,19980	0,28676	-0,93693						Valid	Invalid	225,4	-131,5	832,9				403,0	123,4			0,8545	0,4381	0,8545	0,4381										
66547815	4051402176	Eye Tracker	07.09.2020	Participant1	07.09.2020	1370	480	1457	488	1283	473	0,19573	0,28415	-0,93859	0,06871	0,28276	-0,95673	3,50	3,11	Valid	Valid	225,4	-132,3	834,0	292,5	-126,6	822,6	399,4	120,2	351,5	116,5	0,7847	0,4253	0,8453	0,4299	0,7241	0,4206								
66556140	4051410501	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
66564479	4051418840	Eye Tracker	07.09.2020	Participant1	07.09.2020	1347	434			1347	434				0,08949	0,27193	-0,95815			Invalid	Valid				292,4	-126,6	822,6			369,2	106,9	0,7689	0,3962			0,7689	0,3962								
66572871	4051427232	Eye Tracker	07.09.2020	Participant1	07.09.2020	1467	528	1467	528			0,19733	0,29486	-0,93494				3,81		Valid	Invalid	225,3	-133,8	836,9				402,0	130,1			0,8518	0,4552	0,8518	0,4552										
66581145	4051435506	Eye Tracker	07.09.2020	Participant1	07.09.2020	1348	434			1348	434				0,08983	0,27205	-0,95808			Invalid	Valid				292,4	-126,6	822,6			369,5	107,0	0,7696	0,3966			0,7696	0,3966								
66589505	4051443866	Eye Tracker	07.09.2020	Participant1	07.09.2020	1355	388			1355	388				0,09215	0,25981	-0,96125			Invalid	Valid				292,4	-126,8	823,0			371,3	95,7	0,7742	0,3678			0,7742	0,3678								
66597809	4051452170	Eye Tracker	07.09.2020	Participant1	07.09.2020	1398	413	1459	345	1338	481	0,19715	0,24858	-0,94834	0,08591	0,28478	-0,95473	3,47	3,15	Valid	Valid	225,2	-135,1	839,6	292,5	-127,0	823,4	399,7	85,0	366,6	118,6	0,8042	0,3834	0,8462	0,3408	0,7623	0,4259								
66606143	4051460504	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
66614473	4051468834	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
66622798	4051477159	Eye Tracker	07.09.2020	Participant1	07.09.2020	1392	452	1450	419	1333	485	0,19350	0,26819	-0,94373	0,08439	0,28601	-0,95450	3,47	3,17	Valid	Valid	225,2	-135,6	840,5	292,6	-127,4	824,0	397,5	103,3	365,4	119,6	0,7999	0,4078	0,8405	0,3872	0,7592	0,4284								
66631135	4051485496	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
66639504	4051493865	Eye Tracker	07.09.2020	Participant1	07.09.2020	1304	481			1304	481				0,07521	0,28524	-0,95550			Invalid	Valid				292,5	-127,7	824,7			357,4	118,5	0,7390	0,4258			0,7390	0,4258								
66647864	4051502225	Eye Tracker	07.09.2020	Participant1	07.09.2020	1371	474	1433	468	1308	479	0,18817	0,28047	-0,94124	0,07655	0,28463	-0,95558	3,49	3,21	Valid	Valid	225,3	-134,4	838,1	292,6	-127,5	824,2	392,9	115,3	358,6	118,0	0,7854	0,4211	0,8288	0,4177	0,7420	0,4246								
66656131	4051510492	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
66664463	4051518824	Eye Tracker	07.09.2020	Participant1	07.09.2020	1449	386	1449	386			0,19469	0,25806	-0,94631						Valid	Invalid	225,3	-132,6	834,9				397,1	95,1			0,8395	0,3665	0,8395	0,3665										
66672795	4051527156	Eye Tracker	07.09.2020	Participant1	07.09.2020	1369	440	1431	406	1306	473	0,18955	0,26299	-0,94600	0,07619	0,28264	-0,95620	3,51	3,16	Valid	Valid	225,5	-131,2	832,1	292,5	-126,6	822,5	392,2	100,1	358,0	116,6	0,7838	0,4000	0,8271	0,3791	0,7405	0,4208								
66681131	4051535492	Eye Tracker	07.09.2020	Participant1	07.09.2020	1306	472			1306	472				0,07632	0,28200	-0,95637			Invalid	Valid				292,4	-126,2	822,0			358,0	116,2	0,7404	0,4198			0,7404	0,4198								
66689461	4051543822	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
66697836	4051552197	Eye Tracker	07.09.2020	Participant1	07.09.2020	1443	411	1443	411			0,19424	0,26219	-0,94527				3,40		Valid	Invalid	225,7	-127,8	825,7				395,4	101,2			0,8351	0,3818	0,8351	0,3818										
66706132	4051560493	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
66714551	4051568912	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
66722889	4051577250	Eye Tracker	07.09.2020	Participant1	07.09.2020	1417	471	1417	471			0,18670	0,27673	-0,94264				3,43		Valid	Invalid	225,8	-124,6	820,0				388,2	116,1			0,8170	0,4196	0,8170	0,4196										
66731127	4051585488	Eye Tracker	07.09.2020	Participant1	07.09.2020	1432	260	1432	260			0,19476	0,21939	-0,95600						Valid	Invalid	225,8	-123,7	818,1				392,5	64,1			0,8278	0,2878	0,8278	0,2878										
66739452	4051593813	Eye Tracker	07.09.2020	Participant1	07.09.2020	1185	599			1185	599				0,03748	0,31521	-0,94828			Invalid	Valid				292,3	-125,0	819,6			324,7	147,5	0,6561	0,4993			0,6561	0,4993								
66747826	4051602187	Eye Tracker	07.09.2020	Participant1	07.09.2020	1363	369	1404	267	1322	472	0,18673	0,22039	-0,95737	0,08186	0,28090	-0,95624	3,53	3,04	Valid	Valid	226,0	-121,7	814,3	292,3	-124,1	818,0	384,9	65,8	362,3	116,2	0,7800	0,3559	0,8085	0,2920	0,7514	0,4198								
66756176	4051610537	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
66764463	4051618824	Eye Tracker	07.09.2020	Participant1	07.09.2020	1412	352	1450	278	1374	426	0,20172	0,22109	-0,95416	0,09954	0,26743	-0,95842			Valid	Valid	226,2	-119,4	810,1	292,1	-122,3	814,7	397,4	68,4	376,7	105,0	0,8141	0,3451	0,8403	0,2986	0,7878	0,3915								
66772836	4051627197	Eye Tracker	07.09.2020	Participant1	07.09.2020	1418	337	1484	257	1351	417	0,21328	0,21399	-0,95327	0,09267	0,26453	-0,95992	3,19	3,12	Valid	Valid	226,2	-118,0	807,5	292,0	-121,0	812,1	406,9	63,3	370,4	102,8	0,8180	0,3358	0,8642	0,2857	0,7719	0,3859								
66781138	4051635499	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
66789459	4051643820	Eye Tracker	07.09.2020	Participant1	07.09.2020	1301	417			1301	417				0,07731	0,26331	-0,96161			Invalid	Valid				291,7	-118,5	807,6			356,6	102,6	0,7369	0,3855			0,7369	0,3855								
66797798	4051652159	Eye Tracker	07.09.2020	Participant1	07.09.2020	1536	316	1536	316			0,22988	0,22738	-0,94628				3,35		Valid	Invalid	226,4	-114,8	801,7				421,1	77,8			0,9003	0,3225	0,9003	0,3225										
66806173	4051660534	Eye Tracker	07.09.2020	Participant1	07.09.2020	1373	367			1373	367				0,10191	0,24808	-0,96336			Invalid	Valid				291,3	-116,6	804,0			376,4	90,5	0,7870	0,3547			0,7870	0,3547								
66814450	4051668811	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
66822783	4051677144	Eye Tracker	07.09.2020	Participant1	07.09.2020	1331	582	1331	582			0,16301	0,30130	-0,93949				3,27		Valid	Invalid	226,4	-112,3	797,1				364,7	143,4			0,7573	0,4888	0,7573	0,4888										
66831120	4051685481	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
66839450	4051693811	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
66847790	4051702151	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
66856157	4051710518	Eye Tracker	07.09.2020	Participant1	07.09.2020	1341	400			1341	400				0,09209	0,25565	-0,96237			Invalid	Valid				290,9	-113,9	799,4			367,4	98,5	0,7643	0,3750			0,7643	0,3750								
66864482	4051718843	Eye Tracker	07.09.2020	Participant1	07.09.2020	1341	400			1341	400				0,09225	0,25514	-0,96249			Invalid	Valid				291,0	-113,0	797,7			367,4	98,5	0,7643	0,3750			0,7643	0,3750								
66872780	4051727141	Eye Tracker	07.09.2020	Participant1	07.09.2020	1300	640	1316	660	1285	620	0,15797	0,32110	-0,93378	0,07284	0,31459	-0,94643	3,31	3,12	Valid	Valid	226,4	-110,1	793,2	290,8	-111,8	795,4	360,6	162,6	352,1	152,6	0,7362	0,5250	0,7470	0,5377	0,7254	0,5123								
66881116	4051735477	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
66889448	4051743809	Eye Tracker	07.09.2020	Participant1	07.09.2020	1342	420			1342	420				0,09391	0,25892	-0,96132			Invalid	Valid				290,6	-109,6	791,5			367,9	103,5	0,7656	0,3878			0,7656	0,3878								
66897784	4051752145	Eye Tracker	07.09.2020	Participant1	07.09.2020	1342	420			1342	420				0,09417	0,25856	-0,96139		3,03	Invalid	Valid				290,5	-109,0	790,1			367,9	103,5	0,7656	0,3878			0,7656	0,3878								
66906175	4051760536	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
66914443	4051768804	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
66922823	4051777184	Eye Tracker	07.09.2020	Participant1	07.09.2020	1345	451			1345	451				0,09534	0,26630	-0,95916		3,12	Invalid	Valid				290,4	-107,7	787,8			368,7	111,0	0,7676	0,4068			0,7676	0,4068								
66931112	4051785473	Eye Tracker	07.09.2020	Participant1	07.09.2020	923	421	667	125	1179	717	-0,05400	0,17458	-0,98316	0,03915	0,33908	-0,93994			Valid	Valid	226,3	-110,0	793,1	290,2	-107,5	787,5	182,7	30,8	323,0	176,6	0,4741	0,3882	0,2963	0,2034	0,6519	0,5730								
66939482	4051793843	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
66947804	4051802165	Eye Tracker	07.09.2020	Participant1	07.09.2020	1104	516	1005	363	1203	670	0,05987	0,24339	-0,96808	0,04695	0,32668	-0,94397	3,27	3,03	Valid	Valid	226,4	-110,0	793,1	290,4	-107,7	787,8	275,4	89,3	329,6	164,9	0,5998	0,4476	0,5312	0,3518	0,6685	0,5435								
66956105	4051810466	Eye Tracker	07.09.2020	Participant1	07.09.2020	1194	551	1194	551			0,12065	0,29424	-0,94809						Valid	Invalid	226,2	-110,7	794,5				327,3	135,8			0,6628	0,4697	0,6628	0,4697										
66964435	4051818796	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
66972765	4051827126	Eye Tracker	07.09.2020	Participant1	07.09.2020	1073	622	953	539	1194	706	0,04167	0,29373	-0,95498	0,04360	0,33670	-0,94060	3,36	3,11	Valid	Valid	226,3	-112,6	797,7	290,5	-109,0	790,2	261,1	132,7	327,2	173,9	0,5786	0,5140	0,4948	0,4618	0,6623	0,5661								
66981103	4051835464	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
66989522	4051843883	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
66997832	4051852193	Eye Tracker	07.09.2020	Participant1	07.09.2020	1120	581	964	547	1276	614	0,04509	0,29726	-0,95373	0,07027	0,31315	-0,94710	3,33	3,03	Valid	Valid	226,1	-115,5	802,9	290,8	-111,5	794,9	264,1	134,8	349,7	151,3	0,6110	0,4880	0,5025	0,4670	0,7195	0,5090								
67006137	4051860498	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67014559	4051868920	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67022879	4051877240	Eye Tracker	07.09.2020	Participant1	07.09.2020	1288	697	1287	767	1290	626	0,14501	0,35146	-0,92490	0,07370	0,31745	-0,94541	3,54	3,07	Valid	Valid	226,0	-118,3	808,4	291,1	-114,6	800,8	352,7	188,9	353,5	154,3	0,7280	0,5604	0,7270	0,6042	0,7290	0,5165								
67031157	4051885518	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67039449	4051893810	Eye Tracker	07.09.2020	Participant1	07.09.2020	1318	601	1342	590	1295	612	0,16390	0,30636	-0,93770	0,07478	0,31452	-0,94630			Valid	Valid	225,9	-119,9	811,8	291,3	-116,5	804,5	367,8	145,3	354,9	150,9	0,7489	0,5008	0,7652	0,4937	0,7325	0,5078								
67047814	4051902175	Eye Tracker	07.09.2020	Participant1	07.09.2020	1254	571			1254	571				0,06132	0,30479	-0,95044		3,13	Invalid	Valid				291,5	-118,6	808,3			343,7	140,6	0,7042	0,4818			0,7042	0,4818								
67056101	4051910462	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67064427	4051918788	Eye Tracker	07.09.2020	Participant1	07.09.2020	1252	438	1252	438			0,13752	0,26831	-0,95347						Valid	Invalid	225,8	-121,4	814,6				343,3	107,8			0,7031	0,3986	0,7031	0,3986										
67072800	4051927161	Eye Tracker	07.09.2020	Participant1	07.09.2020	1264	591			1264	591				0,06291	0,31208	-0,94797		3,17	Invalid	Valid				292,1	-123,9	818,2			346,4	145,5	0,7110	0,4942			0,7110	0,4942								
67081105	4051935466	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67089424	4051943785	Eye Tracker	07.09.2020	Participant1	07.09.2020	1220	608			1220	608				0,04822	0,31798	-0,94687			Invalid	Valid				292,4	-127,2	824,5			334,4	149,7	0,6805	0,5049			0,6805	0,5049								
67097858	4051952219	Eye Tracker	07.09.2020	Participant1	07.09.2020	1262	591			1262	591				0,06118	0,31405	-0,94743		3,21	Invalid	Valid				292,5	-128,4	826,7			345,9	145,6	0,7097	0,4946			0,7097	0,4946								
67106154	4051960515	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67114422	4051968783	Eye Tracker	07.09.2020	Participant1	07.09.2020	1331	538			1331	538				0,08242	0,30087	-0,95010			Invalid	Valid				292,7	-130,5	830,7			364,8	132,6	0,7576	0,4615			0,7576	0,4615								
67122812	4051977173	Eye Tracker	07.09.2020	Participant1	07.09.2020	1297	551			1297	551				0,07130	0,30500	-0,94968		3,29	Invalid	Valid				292,8	-131,9	833,4			355,4	135,7	0,7339	0,4694			0,7339	0,4694								
67131219	4051985580	Eye Tracker	07.09.2020	Participant1	07.09.2020	1282	446			1282	446				0,06708	0,27856	-0,95807			Invalid	Valid				292,9	-133,0	835,5			351,4	109,9	0,7238	0,4039			0,7238	0,4039								
67139423	4051993784	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67147754	4052002115	Eye Tracker	07.09.2020	Participant1	07.09.2020	1299	438			1299	438				0,07185	0,27737	-0,95807		3,22	Invalid	Valid				293,2	-135,1	839,2			356,1	107,9	0,7357	0,3988			0,7357	0,3988								
67156089	4052010450	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67164417	4052018778	Eye Tracker	07.09.2020	Participant1	07.09.2020	1304	442			1304	442				0,07267	0,27919	-0,95748			Invalid	Valid				293,3	-136,9	842,6			357,3	108,8	0,7386	0,4013			0,7386	0,4013								
67172756	4052027117	Eye Tracker	07.09.2020	Participant1	07.09.2020	1283	428			1283	428				0,06608	0,27612	-0,95885		3,28	Invalid	Valid				293,5	-137,5	843,7			351,6	105,5	0,7242	0,3928			0,7242	0,3928								
67181089	4052035450	Eye Tracker	07.09.2020	Participant1	07.09.2020	847	-102	847	-102			0,00773	0,11874	-0,99290						Valid	Invalid	225,6	-123,0	817,5				232,0	-25,2			0,4212	0,0613	0,4212	0,0613										
67189454	4052043815	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67197820	4052052181	Eye Tracker	07.09.2020	Participant1	07.09.2020	1220	393	1072	291	1367	494	0,08073	0,23112	-0,96957	0,09158	0,29267	-0,95182	3,48	3,20	Valid	Valid	225,8	-123,1	817,5	293,5	-138,0	844,8	293,9	71,7	374,8	121,7	0,6804	0,3705	0,5779	0,3072	0,7829	0,4339								
67206103	4052060464	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67214483	4052068844	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67222774	4052077135	Eye Tracker	07.09.2020	Participant1	07.09.2020	1211	443	1095	295	1327	591	0,08816	0,23189	-0,96874	0,07875	0,31674	-0,94524	3,60	3,34	Valid	Valid	225,7	-123,0	817,6	293,4	-137,0	843,0	300,2	72,7	363,6	145,5	0,6743	0,4019	0,5939	0,3096	0,7547	0,4942								
67231103	4052085464	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67239431	4052093792	Eye Tracker	07.09.2020	Participant1	07.09.2020	1321	706	1321	706			0,15471	0,33717	-0,92864						Valid	Invalid	225,8	-123,0	817,6				362,0	173,9			0,7506	0,5662	0,7506	0,5662										
67247749	4052102110	Eye Tracker	07.09.2020	Participant1	07.09.2020	1342	621	1337	657	1346	584	0,16051	0,32476	-0,93208	0,08521	0,31434	-0,94548	3,45	3,33	Valid	Valid	225,7	-123,0	817,6	293,2	-135,3	839,7	366,6	161,9	368,9	143,9	0,7651	0,5130	0,7621	0,5357	0,7681	0,4902								
67256083	4052110444	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67264445	4052118806	Eye Tracker	07.09.2020	Participant1	07.09.2020	1326	605			1326	605				0,07938	0,31887	-0,94447			Invalid	Valid				293,1	-133,5	836,5			363,4	148,9	0,7541	0,5028			0,7541	0,5028								
67272759	4052127120	Eye Tracker	07.09.2020	Participant1	07.09.2020	1284	670	1256	708	1313	632	0,13490	0,33863	-0,93120	0,07547	0,32539	-0,94256	3,41	3,26	Valid	Valid	225,7	-123,0	817,6	293,0	-132,3	834,1	344,2	174,4	359,8	155,7	0,7252	0,5437	0,7055	0,5674	0,7449	0,5200								
67281088	4052135449	Eye Tracker	07.09.2020	Participant1	07.09.2020	1313	632			1313	632				0,07588	0,32495	-0,94268			Invalid	Valid				292,8	-131,2	832,2			359,8	155,7	0,7450	0,5200			0,7450	0,5200								
67289411	4052143772	Eye Tracker	07.09.2020	Participant1	07.09.2020	1352	549	1338	588	1366	510	0,16157	0,30710	-0,93786	0,09391	0,29281	-0,95155			Valid	Valid	225,8	-123,0	817,6	292,7	-129,6	829,2	366,6	144,8	374,5	125,6	0,7723	0,4680	0,7623	0,4924	0,7823	0,4436								
67297758	4052152119	Eye Tracker	07.09.2020	Participant1	07.09.2020	1283	547	1211	578	1355	517	0,12261	0,30647	-0,94395	0,09057	0,29403	-0,95150	3,76	3,26	Valid	Valid	225,7	-123,5	818,6	292,6	-128,2	826,4	332,0	142,3	371,2	127,2	0,7243	0,4670	0,6747	0,4861	0,7740	0,4479								
67306131	4052160492	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67314407	4052168768	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67322755	4052177116	Eye Tracker	07.09.2020	Participant1	07.09.2020	1268	506	1268	506			0,14062	0,28775	-0,94733				3,47		Valid	Invalid	225,6	-125,0	821,5				347,5	124,6			0,7139	0,4411	0,7139	0,4411										
67331093	4052185454	Eye Tracker	07.09.2020	Participant1	07.09.2020	1381	486			1381	486				0,10062	0,28419	-0,95347			Invalid	Valid				292,1	-124,6	819,9			378,6	119,8	0,7926	0,4290			0,7926	0,4290								
67339407	4052193768	Eye Tracker	07.09.2020	Participant1	07.09.2020	1356	634	1356	634			0,16530	0,31975	-0,93297						Valid	Invalid	225,5	-126,5	824,4				371,6	156,0			0,7748	0,5210	0,7748	0,5210										
67347820	4052202181	Eye Tracker	07.09.2020	Participant1	07.09.2020	1376	589	1376	589			0,17167	0,30873	-0,93553				3,50		Valid	Invalid	225,4	-127,6	826,5				377,1	145,2			0,7888	0,4934	0,7888	0,4934										
67356107	4052210468	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67364466	4052218827	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67372735	4052227096	Eye Tracker	07.09.2020	Participant1	07.09.2020	1382	576	1382	576			0,17287	0,30620	-0,93614				3,51		Valid	Invalid	225,2	-130,0	831,1				378,7	141,9			0,7929	0,4850	0,7929	0,4850										
67381071	4052235432	Eye Tracker	07.09.2020	Participant1	07.09.2020	1382	576	1382	576			0,17269	0,30647	-0,93609						Valid	Invalid	225,2	-130,7	832,4				378,7	141,9			0,7929	0,4850	0,7929	0,4850										
67389432	4052243793	Eye Tracker	07.09.2020	Participant1	07.09.2020	1367	551	1367	551			0,16819	0,30073	-0,93876						Valid	Invalid	225,1	-131,5	834,0				374,5	135,7			0,7824	0,4693	0,7824	0,4693										
67397795	4052252156	Eye Tracker	07.09.2020	Participant1	07.09.2020	1311	599	1311	599			0,15061	0,31415	-0,93735				3,64		Valid	Invalid	225,1	-132,5	835,8				359,4	147,6			0,7439	0,4996	0,7439	0,4996										
67406069	4052260430	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67414399	4052268760	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67422734	4052277095	Eye Tracker	07.09.2020	Participant1	07.09.2020	1307	642	1307	642			0,14838	0,32529	-0,93390				3,72		Valid	Invalid	225,0	-134,3	839,3				358,3	158,0			0,7412	0,5260	0,7412	0,5260										
67431074	4052285435	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67439394	4052293755	Eye Tracker	07.09.2020	Participant1	07.09.2020	1281	680	1281	680			0,13992	0,33529	-0,93167						Valid	Invalid	224,9	-134,9	840,3				351,1	167,6			0,7230	0,5502	0,7230	0,5502										
67447757	4052302118	Eye Tracker	07.09.2020	Participant1	07.09.2020	1349	585	1349	585			0,16125	0,31102	-0,93663				3,60		Valid	Invalid	224,9	-135,0	840,5				369,6	144,1			0,7699	0,4908	0,7699	0,4908										
67456067	4052310428	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67464394	4052318755	Eye Tracker	07.09.2020	Participant1	07.09.2020	1294	482	1367	579	1221	385	0,16691	0,30919	-0,93624	0,05075	0,25693	-0,96510			Valid	Valid	224,9	-134,9	840,4	291,8	-122,2	815,4	374,7	142,6	334,7	94,9	0,7321	0,4264	0,7829	0,4869	0,6814	0,3659								
67472755	4052327116	Eye Tracker	07.09.2020	Participant1	07.09.2020	1259	640	1296	673	1223	607	0,14450	0,33328	-0,93169	0,05032	0,31575	-0,94751	3,68	3,31	Valid	Valid	224,9	-134,7	840,1	291,8	-122,2	815,4	355,2	165,8	335,1	149,5	0,7079	0,5250	0,7333	0,5456	0,6824	0,5044								
67481062	4052335423	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67489416	4052343777	Eye Tracker	07.09.2020	Participant1	07.09.2020	1182	700			1182	700				0,03736	0,33937	-0,93991			Invalid	Valid				291,6	-122,1	815,4			324,0	172,3	0,6544	0,5623			0,6544	0,5623								
67497735	4052352096	Eye Tracker	07.09.2020	Participant1	07.09.2020	1204	755	1242	748	1166	763	0,12761	0,35178	-0,92734	0,03215	0,35498	-0,93432	3,74	3,24	Valid	Valid	224,8	-134,2	839,1	291,6	-121,7	814,7	340,3	184,1	319,6	187,8	0,6693	0,5969	0,6955	0,5922	0,6431	0,6015								
67506092	4052360453	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67514401	4052368762	Eye Tracker	07.09.2020	Participant1	07.09.2020	1222	674			1222	674				0,05045	0,33210	-0,94189			Invalid	Valid				291,5	-120,7	812,8			335,0	165,9	0,6822	0,5460			0,6822	0,5460								
67522738	4052377099	Eye Tracker	07.09.2020	Participant1	07.09.2020	1238	682	1268	715	1208	648	0,13596	0,34354	-0,92924	0,04614	0,32547	-0,94443	3,65	3,18	Valid	Valid	224,8	-133,7	838,2	291,4	-120,3	812,0	347,5	176,2	331,1	159,6	0,6931	0,5510	0,7138	0,5721	0,6723	0,5299								
67531071	4052385432	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67539474	4052393835	Eye Tracker	07.09.2020	Participant1	07.09.2020	1178	718			1178	718				0,03623	0,34329	-0,93853			Invalid	Valid				291,4	-119,9	811,3			322,8	176,9	0,6512	0,5738			0,6512	0,5738								
67547732	4052402093	Eye Tracker	07.09.2020	Participant1	07.09.2020	1193	799	1219	823	1166	776	0,12031	0,36955	-0,92139	0,03221	0,35775	-0,93326	3,77	3,26	Valid	Valid	224,9	-133,2	837,3	291,4	-120,1	811,7	334,2	202,6	319,5	191,1	0,6615	0,6244	0,6802	0,6391	0,6428	0,6098								
67556053	4052410414	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67564422	4052418783	Eye Tracker	07.09.2020	Participant1	07.09.2020	1270	761	1316	768	1224	754	0,14970	0,35512	-0,92276	0,05063	0,35215	-0,93457			Valid	Valid	224,9	-132,9	836,8	291,5	-120,6	812,7	360,6	189,2	335,6	185,6	0,7154	0,6005	0,7471	0,6049	0,6836	0,5960								
67572731	4052427092	Eye Tracker	07.09.2020	Participant1	07.09.2020	1282	719	1319	749	1244	689	0,15089	0,35042	-0,92436	0,05712	0,33604	-0,94011	3,70	3,13	Valid	Valid	224,9	-132,7	836,5	291,6	-121,1	813,7	361,5	184,4	341,0	169,7	0,7233	0,5742	0,7492	0,5928	0,6974	0,5557								
67581053	4052435414	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67589437	4052443798	Eye Tracker	07.09.2020	Participant1	07.09.2020	1302	757	1302	757			0,14574	0,35250	-0,92439						Valid	Invalid	224,9	-132,4	836,0				356,7	186,4			0,7372	0,5979	0,7372	0,5979										
67597739	4052452100	Eye Tracker	07.09.2020	Participant1	07.09.2020	1265	756	1301	775	1229	737	0,14527	0,35681	-0,92281	0,05178	0,34849	-0,93588	3,66	3,21	Valid	Valid	224,9	-132,3	835,7	291,7	-122,3	815,9	356,5	190,9	336,8	181,5	0,7117	0,5974	0,7366	0,6092	0,6868	0,5856								
67606117	4052460478	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
67614392	4052468753	Eye Tracker	07.09.2020	Participant1	07.09.2020	1196	718			1196	718				0,04121	0,34410	-0,93803			Invalid	Valid				291,8	-123,0	817,2			327,7	176,8	0,6636	0,5737			0,6636	0,5737								
67622720	4052477081	Eye Tracker	07.09.2020	Participant1	07.09.2020	1258	718	1329	715	1187	721	0,15465	0,34189	-0,92693	0,03847	0,34514	-0,93776	3,42	3,25	Valid	Valid	224,9	-131,9	834,9	291,8	-123,4	818,1	364,2	176,1	325,4	177,7	0,7070	0,5738	0,7563	0,5718	0,6578	0,5758								
